,id,goal
3004,f5bc8aa8-8479-4e46-9fb6-23e3176c96bc,No
140,e43fdc2e-bebb-4844-b2d8-e31654cac46f,No
1000,844a6eed-923a-41c0-9324-3be259df0884,No
1026,7fb98cda-a47b-467f-90c9-9314b0781165,No
1060,31fa7634-7df4-416a-b947-4440eacbde18,No
1355,a156ceaf-1ab1-4fda-98b0-a216fc2ad0ea,No
1965,f7363c1d-b274-4cce-953a-7a40596ebd97,No
944,aca5f5a1-14a9-422f-89c9-6732bb7dc988,No
1000,a88c102c-878d-45c1-8723-8d1c79892cbb,No
1327,9e3bc8d1-09b6-4bd7-a2d7-a31e9ea7011b,No
1424,47785c03-e47b-4365-b125-01284e121ad4,No
2753,c2b60bd1-7e5e-4d6b-bd2c-f65aa500e633,No
2763,58ed301d-dab0-4b59-b266-ed93ff10e93d,No
201,bf012be1-cb09-4915-b523-00e71257a9e1,Yes
3165,02cb6f00-31db-414f-98e9-b876d88d7c3c,Yes
193,25856d2b-4c12-4022-808f-773d6a8dafb4,No
311,77899288-cb61-4a07-b34c-7042cba35df2,No
1780,b16d1a49-b315-4f76-88ed-290bc2d29efd,No
94,d06e146f-ca6e-4da6-91b6-9a564dce834a,No
2579,a721e10c-cf00-4bb2-a5cb-a2e812a0fbd0,No
2760,fa47822c-79bf-4f3c-a5ac-206ddf75d38e,No
2768,1b7e3b29-95f8-4ad2-87f7-87baf83d6ca5,Yes
482,9bc50b2e-64ad-4444-b9e0-04084999e8db,Yes
1082,ec04141f-6c1a-48fd-9694-2841fa788fc3,Yes
3489,c3a934cf-11f9-416d-af74-b19af44f4603,Yes
3658,8563af73-2141-42fa-8a83-4b3756f0d6c3,Yes
479,642aeb15-c30e-4a89-9b47-dc97fb07dc8a,No
1117,2d973e6b-69dc-4eaa-9830-370e1bd3d868,No
1397,4a11412e-95ae-42ee-ad8a-cdc0a5843593,No
1408,b3fbef46-f53c-4c56-a8f7-3a7b5b3c2933,No
1610,c4a5455d-d7f9-44aa-81df-b14ac1e6056c,No
3480,aa18e460-2fae-4776-95e7-4a919e8aef74,No
3486,0984aecf-367c-422e-9520-c792df5269dc,No
1356,25fb3401-881c-4261-91a4-9201cf0e21ae,Yes
2238,48e7dcb7-64dc-444d-90bc-df59f05d239d,Yes
1421,da530e18-3edd-442b-9c93-e7476cd26c1b,No
1429,b1832590-5600-4a42-842a-4aa3cef18463,No
2803,790fb6ab-0c7c-49a9-959e-7c3f5ed1e8f4,No
3261,38bd25b0-940a-4ebc-9b10-6fb4f3abea25,No
1368,3762aee7-f4de-4bf5-9aef-2967efb5baf2,No
2221,9a5ca3ed-601f-4a13-8816-689437b75384,No
2585,c9da6825-4a28-4fc4-bace-7d5ce70cdba2,No
3289,f2120ec2-dee3-40d9-adf8-24864600367c,No
3843,8fa42dca-6414-4ec0-8b55-17ced7f9a875,No
503,fc3a87a3-e7b5-4f62-b1a5-81ca6f11a21e,No
2066,d70cb4f3-fa58-4e99-a789-1b2934e3de13,No
2791,87e3d741-06c9-454a-a94f-e1b14fb8c8e6,No
72,ee6fe104-270e-4f75-a496-b6c23ca263a6,No
433,a435239a-e2a7-40c8-a453-e33d426019bc,No
876,504b1989-0850-4091-8cd7-1566043906a2,No
2948,28ccc75b-c235-4862-8af2-e94d1d19ddf5,No
3531,4934b0ee-27ce-44f3-b54d-f80986d45e29,No
3597,5a8fe2e0-64e3-44f2-b8e5-eb940b4e2caa,No
2458,5741f44c-61a1-4ccc-a89b-06a7b8b0d2bd,No
2462,d8593de5-5fe7-4995-9755-2fb1d5f4dc98,No
3023,06f5e0df-729e-4ee5-965a-b79fe2dba9e2,No
1060,7e09e527-dab1-4c06-b96e-9b796ea48b60,Yes
1247,f67220bd-fadc-479f-9dd3-276e7d9ae710,Yes
1955,eb3d0762-5508-44bd-8431-d37478db6a52,No
2304,e8c18b77-39fb-40a2-93cc-199f66bbb398,No
320,a2197654-5c52-4884-a516-78a69e3bb100,No
1125,2520bddd-be4b-40a5-b661-f9ac6e01287e,No
1266,d097add8-fcda-4474-9a92-56dd8e00c731,No
1641,1f5d4d6c-e7bd-472e-b767-e226447460ee,Yes
208,468458f1-f8bc-4aa6-bc9d-9ff0c57dfd16,No
803,c03ddb32-e8bc-478b-8fa3-a3d446419ddd,No
1849,b43ac9b4-e634-43cb-a15b-e5ffb1a343e2,No
2028,adbdb1f3-7e9b-4da8-991c-8b34558ba502,No
193,bbb2d65a-aa4d-49ff-84a1-9e6c9f9859e9,No
196,1ff90cb2-2509-49ef-b5a0-0a6d573174f5,No
1287,d71547aa-ed8a-4139-bc4b-bead8c1f7d87,No
1313,e4498e84-6ad4-471c-8daf-c86a107d59c3,No
1668,faa77e12-8008-47c4-b2e7-2bf1b26f585b,No
1947,91e8189a-c597-40e5-92d6-00daad40b4d1,No
3044,aed882cb-711b-45a3-84e1-8fe538241e6c,No
2076,64db6c8e-e91b-42a6-bde1-d6437d411b1b,No
2082,e221638e-badc-4b4f-b01e-714734ab0ec0,No
1042,8ecdba86-41cd-46ac-9cf4-d62af609d6d4,No
2779,55167df9-6d52-489c-8a85-06c971f5208b,No
1325,832af03d-9760-43f4-8a4d-25008e62d19f,No
1802,3c6f9a75-7b63-48be-af13-7c0e75a32931,No
1816,ec85fe91-d865-4a21-a6a2-f990d1ee9fca,No
3320,d1cfd667-0785-4e25-9324-5897223d021c,No
3647,80ed61dc-792c-4432-94c4-17e14d9b6af7,No
3840,d709e83d-ed45-4bed-bfd8-39f6fa227cc1,No
3845,dd57245d-2c62-438b-8414-f19fa11e2a4c,No
3963,ebf244a5-cd40-4e8b-ba53-884a0883a56a,No
2106,4759e4dc-c061-44ee-9415-4b377a430434,No
2112,614f8a88-da92-4ccf-8fa2-65b758121901,No
1574,661ef862-9347-4f54-8060-53c90280e50d,No
1991,765cbe8a-1a79-4590-8c11-0a0557e09a22,No
2039,32fd6a49-8616-4234-a0dc-d24dc7f6cf4b,No
2381,b7623a1e-bee5-4a6e-8b85-45b18290de59,No
2804,9a5eae0f-2906-4ed2-95ee-e62bbd4a2676,No
2909,091ef8f9-2b6e-4991-bce4-be73e4a3190d,No
2081,adb9e510-973c-40ea-b5f0-450997a99aa6,No
2100,a222bd60-efc2-4b9b-b7d8-6885af624c57,No
2109,398a4856-f16c-455f-9e3c-21619079993c,No
2174,d07f6f3a-06c8-4483-a9eb-61777a28bc4b,No
2522,e7225515-c578-4276-9c96-3e0d9913d028,No
2528,0dbbc2a6-7e4d-47e2-8a2e-e2d5d2dc5799,No
2535,72c98459-5d21-45f8-ace9-8f6d370c24b4,No
3140,4e41ca8e-32bd-4344-a61b-e1c6768d5531,No
3843,ec714ca4-9ea2-448d-a2bf-c83b43c0a764,No
3899,d8fd57af-56d2-4c16-bf6d-d2daae8bb391,No
3903,05052204-25d6-4a78-97df-43c6378b620a,No
3378,34710bd7-b642-4b0a-91ba-2fc45b96ec42,Yes
878,a4874538-6118-4773-b217-464de3fc9e8e,No
1504,cc81b142-3f24-406a-8215-4f51393c16d8,No
1867,81db9ba1-e930-4e4d-ae19-f9a2ea38b50a,No
2811,cb7a8521-bb1d-4965-bfc0-cd1d5c382037,No
2845,323118dd-6e21-43cc-af19-ffffd409916a,No
3274,ff284ce7-deb2-4aad-a47d-f9cd90103870,No
1205,44c1028c-5e17-48c8-b6ef-44d3142c91a4,No
2400,5b5661fa-0096-4a4f-be81-238a9385375d,No
2708,6077e21a-7b4a-4e39-a5f3-7adace4bda20,No
2918,dfc6aa79-834d-4735-bc7f-3855cbf174bc,No
2923,4251f312-bf81-4513-bf34-0d87ab5fee4e,No
1962,17d7a98b-58d6-483e-af7d-7a31ce664d0b,No
3531,9adb26f0-630f-4e09-b4cf-9f02131fc448,No
3621,b4aca22e-0f45-4505-ad19-85c50dbf3db9,No
3628,d4bee640-2dbd-4c95-a872-60730d4e4d6c,No
1373,b6b9f608-8494-4926-beab-9b620e23184c,No
1010,72e9d6cc-796e-4014-9477-60e1c1898009,No
1146,808c1953-9d99-4c7f-93a8-1b014bac0892,No
2170,a82a70d4-7abb-4418-ba2c-e545aaa52ba9,No
1235,2037a16e-0f22-4595-8c9e-48e47cd32880,No
1387,7e36715e-a6de-4854-8f6d-f6d576f3c4c1,No
1808,e6c21498-79f2-4f91-8d57-feee45473d3e,No
2222,eb932bfd-e97f-4b47-8d6b-c8a4227c0a5e,No
2973,65ad9c43-9004-48a1-90be-d04bf37b35ca,No
2976,280fe4c7-93bc-409d-a18c-0b79cdc0a00c,No
2264,78df38fc-f2cf-4287-9ce7-d0e97b6aac24,No
1277,afb2fdd7-cb64-4ad3-a6af-bd62c393fdbc,No
1995,0a8ddde8-133e-432e-84a7-52d8fe6ffb17,No
2007,eb6cbb35-f7a3-4256-ac74-b5a78d4fa8eb,No
2642,a1074da0-6065-4a84-b003-041606d19e8b,No
2646,82f24900-a06e-46b7-a5d8-1cca40a5fa4e,No
3421,3175cee9-08f1-4de6-869e-04af874a2e22,No
3426,02b8ca24-8a6e-4f5a-b05c-0910d4ba8873,No
566,0e5cc101-84ca-4db5-9874-48231933ebfd,No
2465,874a7d80-293a-4a47-adea-c36bb10a1785,No
2666,ff9a8460-0152-4602-b063-9d95634579b0,No
2817,64dff0f1-4aa5-49f2-939c-5461dcdb28b5,No
284,1502efe7-7eb8-42bc-bf16-3137cf49bd3d,No
1358,05c55e34-bc1e-4846-acdd-8a9e055eb720,No
1360,14de260a-0f9d-4f7e-aeb4-53e63fe6270d,No
1512,7b9d63c1-8027-4b78-858f-fb534395894f,No
2409,665a9150-3d04-40ea-917d-d450ac8b3db2,No
3352,ccf3cafb-9ed6-4e72-9a71-528e1f55475d,No
2462,1754754a-c29f-425d-814c-7e38ec8a1c4d,Yes
3197,d482032a-72d5-4bdc-8f47-77b8edf96134,Yes
1173,34b68e65-54f2-4cce-bae7-cf00fcb652d6,No
1435,3899a0ba-fd0c-4e0a-b356-51b282039217,No
1775,6457ef78-41f4-453c-b3c6-cc09773ec59d,No
1950,b2d0060b-c550-4301-b6c6-1c3b26db82fc,No
2128,b0b5b697-eead-4e4c-af92-ae9257c3d509,No
3547,8ba307da-39e5-47e2-8c8d-f89b75dac3ba,Yes
1937,3f134f6e-fef8-4bb5-b243-c0979297ae56,No
2179,b0f50047-2555-417f-b3db-93f6f5be2c99,No
3301,c7373e32-eff7-4aed-a690-eed378c831c0,No
147,4a47b0e8-ff33-4c5b-96ee-2b2caccd7e20,No
698,e33829be-1adc-44f6-b95c-d40fe230af47,No
1437,136bd4f3-cf18-40f6-8e59-11d98cf335a7,No
2991,e1de91db-c8d4-4974-b5e9-8a24cf05363f,No
636,7984134c-84aa-4063-80a8-cbe9a5c65d83,No
649,651b0469-9287-4864-8d22-4669897fd836,No
3434,4bbd3f48-fccd-4fd4-8e54-b2c4dc43874e,No
3545,d3d59238-d3b5-4cbf-876e-296a57a7c902,No
3640,2190c276-315d-4550-82bb-6a0477908f31,No
1145,96c6b592-d72c-40bc-9ba1-d7e9bd63a45d,Yes
687,f4b3fc6d-3a19-473f-90c6-275707c034b6,No
691,fd450dad-7357-479a-ba3d-3b6796f4e06c,No
856,a5e170dd-9cd6-44ec-b7c3-921a81f46a54,No
1140,f62a5a92-18dc-43d3-8ea5-335f9e6a1c0b,No
1411,421a1c96-8742-4aa7-96a0-855dfe054a81,No
1619,7709c373-45cf-47e4-ba4c-0fc083aba0c2,No
924,c9bb0ab0-5085-4f55-b2f8-5a6e899a4c1e,No
1892,e7e80f93-6d9a-49f5-9f8e-3d657cac0d64,No
3372,3e456853-d597-4f61-9d7d-276fe347aab8,Yes
306,eb2fc841-69a6-4a7f-920c-e8f4068f92f2,No
362,9cbf84f7-f42c-4adb-98b0-69d66fd40b16,No
639,e175f498-e76b-47a5-914f-32571e491eef,No
1816,ef0993c7-34ee-4e22-9d6b-0bea7b1813ad,No
2074,341759a0-c3e9-4fb6-9de7-dee7615014f5,No
2528,905354a6-de57-41e4-8c51-2da42a7f3a2b,No
2559,efad439d-34e7-45c8-935e-e640ef126f7e,No
2947,0d9df97c-282e-4628-8201-8832094bf3b8,No
1320,9184f151-172e-4a06-a3f1-f7918bf0af80,No
2412,c6fe6385-b5aa-4384-a59a-29963442745e,No
252,edf87d77-d27d-420b-b61f-38c4cff1cabb,No
3794,41a860ef-2fbc-461b-bb56-540311781679,No
818,7b553d86-3116-4f10-99ac-f9322796e2da,No
823,2d1aafd5-c9dd-49df-96ac-a4b16cb169ed,No
2674,431bc4a7-6221-40e3-b720-f10cbf09067c,No
3431,a0d78195-4347-43e7-bdf3-a9bf02d48e44,No
36,e4b8bc69-3431-4e11-b1f1-d62ef5f4d78f,No
80,18fe4e2d-630b-422b-a805-ac6609b08946,No
340,e1c191c5-57dc-45e5-93c3-6db10941ec22,No
1829,9955eecd-f252-4d1e-a558-a4e2aa1320ff,No
3119,10b04762-9134-4491-81d9-732503ac049b,No
632,339276c1-888d-4662-9d62-1cc465aa8ecf,No
649,5f35e4fe-6b41-424e-a07e-9405de849dff,No
732,16579111-3daa-4486-abd2-503e2f5fba42,No
1120,914a0ffa-a290-40f3-975f-be705e10ed62,No
1221,47448fe4-4436-4749-8ad2-bee14eff6993,No
2178,c03c07bf-c62c-4eeb-a7f9-0ff1487bf5f7,No
2183,d5670ce7-b937-4942-a4bf-b7bf80dfaf22,No
548,4277a9e2-55da-47f8-894c-bda69847f749,No
1336,a0817cd0-450d-47ff-bf80-f7653a4b5d76,No
2217,e823c215-4df0-42f6-a84c-5043583b2cf1,No
1454,d02314d6-6320-4b37-9bd5-567163de2c0a,No
2398,ddb1dfa0-19bb-4dbc-b25b-0e9c27055f95,No
1846,4eb58b09-b5f1-4861-8d40-05b6acb5117c,No
2646,4c83c9b5-ea9a-4f40-af08-123dd84e70bb,No
2664,6be9207c-444a-42e0-9e53-a601685b7ed2,No
1545,e5a6993f-8179-4b11-a3ad-5fb1c029b01b,No
1788,2b5e697f-6a1a-4f52-a72f-f4ee4c1a20ec,No
1794,8cc7af7b-f70e-4ba8-9377-a78550fcdff3,No
2446,89ca432f-b122-484a-8bf8-aa4c7f174442,No
2451,667d5f2e-9121-44bf-9429-6b9d67d222a2,No
2690,75b20b48-6805-4888-b8e0-b41e9b4d9984,No
929,11e94af4-7310-4d06-98af-e5fb4e77a300,Yes
3116,157c36e0-4972-4d7a-b269-2122ea1f348e,Yes
832,0f6c96d2-5726-4c22-b47f-433c87f78c26,No
837,dbbc99f9-3a7a-4b4f-afb3-6f5a8dba60dd,No
885,ef230eae-8a9b-4849-be38-6fb18f4c1550,No
894,3489b689-606b-410b-b58c-77a5db997f98,No
1482,91fedfcb-5c82-49a8-b718-8b10c4c373e1,No
2622,786b97ad-d8b5-4706-811e-c6bbaca9121c,No
3528,6e3649d5-6e4e-4307-b32f-b26450332bd2,No
3531,ffc2fee0-1752-4311-a97c-98e935a31cd6,No
1745,61e23755-80b0-47d4-88cc-ef2757a23195,No
2720,6c4a6606-f88c-415b-a2b4-7d4514bd98d8,No
2725,e96cdf0b-caf3-4625-9be6-dd9688698dab,No
2734,1a3d2c96-1ac7-402e-b6fb-0fa805e50bec,No
629,28ee4c23-98a5-4c15-bbd9-6a578479c254,No
866,f33e4e9d-7f2f-47e9-a2ba-99ebe5849dca,No
932,82e93089-05a5-432c-8a75-5686e89104f0,No
2385,c95bc478-3592-4ad7-9aa7-9fdbb28e8f4c,No
3621,2369399a-886f-45b2-aea3-ae6b7ad88943,No
1442,8116af89-3f19-4eef-a083-31e87dd7cbb5,No
1841,6dbf34e3-0daf-46d3-8a82-0d5b7ff96756,No
1847,bba7969e-195e-4b4e-bdd2-2804d66b70a3,No
1882,ab498d19-9f4e-46de-be2f-9eff79eda659,No
2306,7d68564e-d1db-4fc9-83b2-1528d0c350cd,No
2994,d55227eb-6590-4bfc-b44e-df634edf19bc,No
3058,3b92f832-3bea-4f91-b8ee-ba7d1eede780,No
1185,9753544b-22c8-4e82-8e76-a0d1464a482e,No
1920,47972e79-f785-434a-89c5-7f97c82c2414,No
2927,bf978720-4ef1-4817-8e4d-9b8705209ca5,No
3284,d61e339d-ceda-4fdf-8b80-a0752503bc12,No
2535,bce7bba7-3d46-483f-8823-2e5d31f32bab,Yes
1374,c45d525d-641a-4981-993a-af9f8892aef8,No
1933,681287ed-8b61-4593-a080-74f3a4907f80,No
3467,4d31f51a-a857-49fa-a6f2-315e0cf11033,No
320,38d390c1-2f50-4db9-a12d-079b9861a6b2,No
734,91ba338d-dd2c-446f-8939-9d98ea385eeb,No
738,574e68b3-6b49-4fec-ac67-db1fd70b049b,No
1726,eba78f08-4bef-4364-a5bf-842cb65c3ed6,No
2097,d4f34bba-5958-4408-9487-0bafe2df5645,No
2161,091e608f-7a32-4663-9547-a49e7ead5402,No
2258,e15443a1-43a1-4d17-8cb7-37049e867880,No
2309,749b4504-d05c-4600-8bb8-4dec91ddd59e,No
2862,66d1a0b9-ee2e-48ce-8638-00b0bce16bee,No
3058,238211f4-ee38-4f5c-87f3-e8395beefbe9,No
559,2a22de33-17d1-44b2-b4d5-96608b567ddb,No
1625,76764577-5963-4a79-b364-12370a47d60b,No
2954,71bc3597-52cf-47f6-955d-f2d9dfe4daac,No
2959,6d3f823d-ed99-4920-86fc-58a4c894e29f,No
3938,08e62119-bdec-4e3b-9147-3c81851c2b15,Yes
374,94ad1a61-9046-4b1f-b888-08b4288569ab,No
1181,17e05582-07a7-4e7f-b46c-3fb05c45533d,No
2814,39232239-559f-467d-9e19-f21083c8c2c6,No
2818,6025794b-8851-474c-9cf0-cb2d1e0b855b,No
2833,ead80624-7875-4751-b38e-f53520539982,No
2850,4555b94c-a0c2-4f34-b85f-3e1ad5ab8490,No
2863,c6eac78e-c46e-4e59-9e1d-8e031b9386db,No
3136,7b2193c9-60b1-431e-ab72-846cec61f0a2,No
3153,2da3c1df-6d43-44bb-b737-0ca8e6919c87,No
3482,dce32450-8b57-4089-9960-522e2cfb671b,No
3655,e9021448-4049-4a1c-ac0c-b509fe5fbbcd,No
3664,0bf2aa56-4a7a-40ec-b533-a2184a13a7f0,No
3932,9952c9f5-6745-49bb-b2e5-96c0f17f9dc6,No
4133,e19c4242-635c-45d4-9051-4077199a3a96,No
285,2deb48c8-4d4b-4e22-91b8-d6687c5b737e,Yes
214,30c4692f-6f77-4101-be54-e4f052d4b2ac,No
267,2f52e1a1-a988-43a4-aea4-f5641c632c9b,No
2142,f8b90bad-d1ee-4ce6-b72f-3721971eb551,No
2330,6e239339-4ec4-4d15-a8ea-bc42a258d87b,No
1919,0df06a88-579a-47ad-9193-730f962bef3e,Yes
1243,38233e5e-527a-460a-b4da-e6ee1b9c69cc,No
1916,ca71ae45-80cf-4203-aee4-ef5794c740fa,No
1934,4047de0f-6e88-41f2-9d50-9587d14ed3d4,No
2474,d35e634b-64b8-4f2c-8c10-789c6ae5c5f7,No
3163,46f39ab8-a81c-47a2-bc73-1986be7d7833,No
1148,10301a5f-efe9-4a60-b3cb-d1b64982063d,Yes
1036,dbded801-4b60-48f6-bb9f-e4ee5caf8e18,No
351,ec34b734-4bf4-45d7-9eab-c8ed6e97d4b7,Yes
951,88ba222f-abde-405c-9254-ef744853e4cd,No
3098,20237524-5772-4bb5-937a-dbfb9f1ce51e,No
948,67f99bad-c6b7-4ffb-8764-7b167eead34e,Yes
517,8b7ab4ca-b3c5-4a0a-b514-126eba7dc39a,No
537,f5bfb468-a312-49b0-b282-47749caabd93,No
3361,75f4ed63-2c00-47d2-9d34-6703692b6276,No
3122,2fa82c31-3249-4add-ba59-0fc373e110a6,No
1907,fa615213-7d3c-4c68-a8e6-3b8de18c50b5,No
3191,5de973a5-b64a-4e1b-9868-45292d7de9f4,No
1133,8e41f26a-fd00-41d7-888d-4755c5c659ca,No
1343,87bdca30-3598-4c94-ab50-34ac9b292eb4,No
1527,9e493825-f27f-42f4-90ec-6acbf5d999fc,No
1808,92274d24-904e-49e2-9644-462d4ffbee8a,No
1848,c7d49866-8481-4e29-bc57-0dc580a1af47,No
2489,1ef6e316-ca1d-4f2d-a7b0-b6a913cb4636,No
2514,bd0806f5-0361-42ee-9eb9-8fab8856fc44,No
2546,6ffcfe23-6861-4372-89d9-33aeab374cdc,No
2380,a73879db-0126-452c-8d9e-d2befa2660e4,Yes
450,f29dbc60-d466-4c5c-a541-e973e837a980,No
805,1fb84d55-2b27-41bb-bd32-39f284960bf3,No
2439,b6a185eb-be0a-43ae-9e39-83939d3dbad4,No
2906,0235285a-00c6-419d-9bf4-6b125e305f19,No
2911,4aa40fea-99a0-4209-8605-e597b0b2e083,No
2969,455e3df4-6cb4-4b57-8724-0b133ec0a26a,No
1569,8c91e0be-5ceb-435e-ba30-dde6859b35d4,No
1199,500b420c-3473-4a19-87b0-378bdd569666,No
1208,120f522f-ee55-4179-975a-33f1ab5cad5f,No
2618,0d5f60be-8b91-4163-b11e-5ffe82319911,No
2945,a7c82ca3-feb9-4c14-af13-8c5d220a644c,No
1136,96b025b8-9f42-4b72-b020-1dfe493432a3,No
3164,234a2833-316c-4863-aa92-1310e85491a1,No
867,904e88bd-2dcf-4209-acad-52ab306ca61e,Yes
1023,754ce7d5-647b-49a5-891b-36fc78e512bb,No
1345,4d35eb1f-4c62-4f06-ae13-d7379283bf38,No
2003,9655638f-f1ab-49f4-bb58-c2e08906a241,No
2165,0020d4fc-cc7f-41b4-9e52-0f95f45ea9f8,No
2957,66fb1ec1-420e-48c4-8364-8a437740e59a,No
3552,1a10a572-6b2f-4160-aac8-dcc210077997,No
3560,9125a7c8-d264-4f69-9102-8c95ea4db127,No
1406,16dd881b-7abb-4284-8044-8b118855cfa2,Yes
309,9aed4bb2-1789-4e42-b932-b48c8f11c93d,No
1401,90c83a0b-24d8-4855-88b9-7e522df8cf45,No
1589,b33c75ec-abd6-4706-a0d9-44c59509db5f,No
1591,630b7c1f-94db-4789-8aa1-dca93ab7c10c,No
773,98aee304-9c45-444a-8282-caf2e1b6261b,Yes
2242,0f6cc9ac-6f5a-40e3-b296-dd21d98fd2f8,Yes
1179,245fd613-cc7f-412a-9b87-4d19ce0b6b32,No
3427,e2ca3fe4-95e4-4658-b100-1ec854fbd8d4,No
1176,9c447876-e68f-4262-84c1-a4c6cda5805d,No
1182,a21c8c78-a1a3-409e-b821-dd4318b389cf,No
352,8be15293-204d-4345-bec6-ef5c3bcff2f2,No
1462,5bbd4634-a0e7-43a7-8397-4bebcdf38edc,No
2140,18286c89-949d-4947-8703-de84ecf1c2c8,No
2231,32cdc031-2617-41d7-8799-0bca007d3915,No
2328,25b18f6f-c287-449b-8329-57202fde15f1,No
2332,c025d239-d7c6-4bb8-a36d-eea6fd14d837,No
2340,773d6fed-51f5-4e9b-b2b9-68f6c4c9b124,No
833,09ff8949-4074-4ee4-a971-cce4be3319f8,No
1483,a709ec8d-55ed-4e26-8790-d03a215351c0,No
1752,b77a15bb-5b7f-4401-849b-f02f958f0cbf,No
2067,ffe83509-1c05-48dd-b4fa-dde1c66fba6a,No
2475,cdf69018-935d-4e5a-9848-242b2f17572e,No
2689,d0482fa2-f3a2-48f0-bd81-a176e854a868,No
2719,afd0d043-135f-4b5a-b0d9-73f94650f7ab,No
2734,d896c049-bf90-45c0-a631-ca9f5eef2a6c,No
3321,bc7ff897-479f-465e-8ae8-e47c3e82b716,No
1323,e9c711d3-1528-471e-b533-1236cc4a130c,No
2814,7b3236ff-79a2-4308-9c70-4bb807c21f61,No
3061,8c8b508b-4302-4b5d-81df-2c2f594159bc,No
961,ef967ed9-a8dc-47f7-a4b3-a16475ba4d69,No
1473,e7848bc3-4398-468b-af68-2d36bf6c0382,No
1477,6f46d74a-66e3-4d5a-bc37-d7902170284e,No
1576,5496fa07-fbb9-43aa-9eab-259d0794688e,No
2491,59592675-ea0d-49a6-8c0f-a89564e55981,No
3116,98e8fa12-d945-481f-9c92-6b2cb0428fbd,Yes
3391,0366de19-a8bf-410b-ad34-7bfd079e3631,Yes
2633,eaac457d-a5eb-4431-93b6-135ff52276c2,No
2682,c6cd0960-84a4-4ab3-a854-24d5dd2e0f49,No
2786,9bb6592b-71af-44d8-80af-44aee70ff9ba,No
2823,fefd4d1c-10f4-4eab-bfee-8bd14f2555bf,No
2888,31c9efda-79a4-4afc-891b-1f9d5d3258a9,No
2914,e66f8b8d-5784-4d6c-83ce-51abea1b73c3,No
1420,7cd95cf8-e2ff-46c0-baa0-fd74949dfbd2,No
1717,9dd137d5-c034-4bcb-9b1a-2a4cf8328f64,No
2970,de86eca0-1df0-4693-9df3-cd92a7d72df2,No
789,06328ea0-6870-4660-83fe-f28ce1e27fff,No
915,47238d99-5da1-49d6-82f2-b5c4475a493b,No
2664,372196a5-d9cb-4fec-95e3-bdf95d01938a,No
3142,3961395f-9d06-4081-b0c6-277ead30c3eb,No
3322,7bee7551-3cff-44a9-b25e-faf24b98feff,No
714,f880968c-6df4-4788-9f1e-07b6733bdb9e,No
2638,f54e16df-5587-4a27-a68b-22866d3858e0,No
2980,9d64b231-e37f-4ea0-a5d5-774b24bc11a3,No
2985,ca5e7199-c892-4bf6-8954-3cb81c1c9d47,No
2989,485eff81-7d1f-4366-a79e-5ed567fec653,No
268,41dc2f28-3cf9-4a6a-b90a-285e473384e5,No
1641,ae9795b1-e68f-4bda-b436-22cd7a15ea09,No
969,2b65d465-07d5-4fb3-9069-d47262387ab1,No
2521,8f93996b-c641-4607-a63f-9f5b23443fa4,No
2991,a86886c9-81c4-4549-959e-5f2c3ed3da14,No
3053,6c5ca7a9-de58-4a4a-a73b-c5c9a1593937,No
3085,acd6c176-9acf-472f-8613-bf6b43e0e9f4,No
2575,9842a524-37d5-4b01-a421-19fbb6c2d24d,No
214,44537166-5232-4383-bf02-1916c85e677e,No
654,02e9e9e5-56bd-4f1b-8646-43452b8feaf7,No
1112,d0769b4f-a0ff-44ac-b358-1ae0bf44cded,No
3028,b0195f7c-42cf-4418-a4fa-b9db822bdff8,No
811,9010e4d6-ac92-4b75-a24c-d7ae148b3365,Yes
1669,ed57ec7e-fab3-43c4-ad8f-73ecf6b740d0,Yes
2332,d6413317-4f63-4087-b6b3-a07f407bdbde,Yes
502,a1a1ac3e-5925-47ef-aced-b67c3a1516b8,No
808,ca1953df-9e11-469e-9c25-3dc5f490812b,No
813,fefc1cfb-f75d-49f0-bac6-13957ce4c73f,No
817,c25d5ce8-3593-4a8f-9124-4682b3879659,No
250,0c221120-bf4f-4d93-8859-57e4558b30d1,No
3090,ef3041a2-c830-4238-9d77-41cfb3c63a6b,No
2060,51ce4e38-5b15-4603-8c77-e1b61010fcb1,Yes
949,8b7260b0-b91f-4fc6-a61b-0faed594b7e0,No
2054,7768e1b6-73c6-45bc-bc6d-35bca3a5d7f4,No
2057,bc9caecd-ed72-4d01-a640-1014f9874ccb,No
3257,776d5dae-89a1-4308-a22b-0530a6148ffe,Yes
1145,45cdcf0d-3fa5-47bf-bb30-ae974a5f110c,No
1156,93eb3fbe-760b-4d91-966b-03d3b4ff9dda,No
1831,76d32aac-d752-41f6-bc78-2237c8477520,No
2063,484654f1-0b6b-4776-a0e3-4aab22c7c212,No
2101,5f1309c7-fb01-4d0b-a10f-ae24812072d6,No
2265,eae688f7-74f3-4d76-88d9-3d350115ebd5,No
3102,eb42aeec-01be-4051-8e4b-c19f6d08efc3,No
3239,ab107b7b-9997-4db3-b9ec-4cdf6aff0e2e,No
3243,e9bb2d4c-546e-4635-bce2-bba8e6cc8c86,No
324,92fc6460-5a3c-45df-997f-cc14fd0f4e35,No
593,ffd27f0f-e542-4ec7-a1c5-6588beedd968,No
797,c0355030-254d-4622-b974-ce94612fd8b4,No
2454,c07a567f-80f6-4ec5-afec-3e780c3f2f82,No
2463,68daba9b-e638-4c0c-bc3a-19dda40a3105,No
